0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.7132451910073241,0.7259021565411727,0.7522838812563586,0.8107470262649386,0.872448160942253,0.9217001378378409,0.8855574881429382,0.82397138518824,0.7723459915753723,0.7560970483949288,0.7550811364034222,0.7355202974453332,0.7262689175373829,0.7626655683545616,0.8036360501403486,0.8055903993672169,0.817848120433778,0.7430897176770455,0.6226115043623863,0.49857149659460087,0.3773864531607989,0.2656577111291709,0.15889273054658504,0.12376074388788649,0.2062459196779518,0.31792137508940077,0.4312169057151076,0.5477727116222473,0.6575823364917153,0.7377985743463122,0.752480018122345,0.7389522873453827,0.7284021806666823,0.7393779866054182,0.7638950255746846,0.8127316943160945,0.8648674482267158,0.8467967878183196,0.7773988348423087,0.722404388212553,0.691814916971967,0.686327580960618,0.6605433076702469,0.6531724318367964,0.6989951947953237,0.7438280767669674,0.7778396385964321,0.8018760455950888,0.743552430815513,0.6297070346399065,0.506453275295905,0.39262933629311614,0.27408413463518744,0.15782675976138072,0.05616694406011713,0.030464197731924658,0.11902190313518557,0.24003086590392342,0.3632697397163327,0.476205003059736,0.5918559240905406,0.6959692018955257,0.75865353948862,0.7602211751164207,0.7450809926931969,0.7375407473665037,0.7556425100440618,0.805511617312823,0.8664068791509572,0.9141331013370151,0.8767383516588139,0.8090309926575026,0.7559096390870133,0.7244399358930742,0.7195758520405799,0.6972755984052885,0.6918700968156879,0.7213049752467489,0.756330676720929,0.782119749928581,0.8033535912189087,0.7318563604607429,0.6158868683517016,0.4992383127151119,0.3837239654584803,0.2609918405303071,0.148539004787952,0.03656513176287435,0.0,0.08442590211160472,0.19615668050093338,0.3112716410064078,0.4231332552336109,0.5395350352836574,0.6421247305059514,0.7170713444978174,0.7311491548302247,0.7240130321118732,0.7119682387136053,0.7288939110658423,0.7610298856637419,0.8158766936414563,0.871033498989713,0.888451782477045,0.829845329306832,0.7697308878295412,0.7275911755169566,0.7125243278213802,0.7081526487247294,0.6941276486659513,0.7123027283514405,0.761040943232927,0.7852477077527824,0.809591881696343,0.8214418444508012,0.7179042691012782,0.6057992937787844,0.4838620041319557,0.3705742390320952,0.2526920729016273,0.14401135476951432,0.09332808996479325,0.1676558287670169,0.2807191699741931,0.39256720560296254,0.5046978543866174,0.6160839026971814,0.7078490248836029,0.7506455902857188,0.7717739868134357,0.7906378302960342,0.7702714141595617,0.7044238699411454,0.602373876669202,0.4918629884583232,0.3775468340526247,0.35667358311517616,0.4618615808061557,0.5754520932993519,0.6989424948554059,0.8222133190563097,0.9295965421369596,0.9673427909892236,0.8968769576869404,0.8395458475842907,0.823045682072342,0.7878271102709486,0.7467678518155039,0.7499999637726875,0.7594690052640922,0.7686419197397403,0.8145058186829031,0.8788586426270719,0.939488270255229,0.9511017958555767,0.9049799282846147,0.8435607948610173,0.7918344302041056,0.7649523586680795,0.766185957315846,0.7841271793886586,0.7772681544372346,0.7336141512092798,0.6480306236382078,0.5433190763055962,0.42147765306284746,0.30068028903212585,0.2693992122354587,0.3787257907111614,0.5001702007898079,0.6122323796562756,0.7333464749346474,0.8323858839391323,0.9280151364279898,0.984802476267318,0.9244312508327772,0.8453767148630174,0.8107281904655002,0.7757028200228355,0.7435798927627115,0.7556150021431212,0.7651119765094745,0.7831901322930179,0.8319542183252702,0.8939062067871284,0.952617404325306,0.9577297105163407,0.9029203622099196,0.8454369003354414,0.7982875455774374,0.7861825173769106,0.7951661953393796,0.8068913685159191,0.7991264275190699,0.7372643736754914,0.6316487004638363,0.5286749573422276,0.4317565449586416,0.31808474925479735,0.2679934563342441,0.36598626042785987,0.4870906560984596,0.5992620787649352,0.7206499316427519,0.832866001508209,0.9449912025204281,0.9999999999999998,0.9295401190370332,0.8477720327506237,0.8182295956810213,0.7814387228238544,0.738989631540562,0.7114592131521895,0.7390542885371436,0.74146763366967,0.7497690856748453,0.7956515268286075,0.8623785537710706,0.9206563446321627,0.9194172124592297,0.8641726344618832,0.8149595319832892,0.789947843314301,0.7785256299801235,0.7901933444490556,0.7958750440260516,0.7912491022064596,0.7247123046128621,0.6275289190765545,0.5158771387876644,0.40377308522313027,0.33024188517125697,0.40738038890808936,0.5254165738792074,0.6402851376093197,0.756954045790762,0.8694776502762245,0.9611537551763385,0.9367418750980037,0.8620342848173428,0.8523325142155687,0.8241009905241994,0.7776643579445841,0.7817939553204944,0.8051160760716132,0.8013835161213703,0.8190372662788603,0.874305061123194,0.9375519881904302,0.9874869253542566,0.9626503668956474,0.897003511547626,0.8354290785986145,0.7830488036199663,0.7613130567457815
